	V0=0.175			
24.786	1.13005E-05	0.188722324	0.188733624	
25.15456	1.14277E-05	0.191620671	0.191632099	
25.52584	1.15587E-05	0.194307562	0.194319121	
25.89984	1.16935E-05	0.197888754	0.197900447	
26.27656	1.18325E-05	0.200679213	0.200691045	
26.656	1.19757E-05	0.203843583	0.203855559	
27.03816	1.21232E-05	0.206696739	0.206708862	
27.42304	1.22754E-05	0.210007927	0.210020203	
27.81064	1.24323E-05	0.21304187	0.213054302	
28.20096	1.25941E-05	0.216523243	0.216535837	
28.594	1.27612E-05	0.219320008	0.21933277	
28.98976	1.29336E-05	0.223302233	0.223315166	
29.38824	1.31116E-05	0.22644147	0.226454581	
29.78944	1.32955E-05	0.22931064	0.229323935	
30.19336	1.34854E-05	0.233098658	0.233112144	
30.6	1.36818E-05	0.237016514	0.237030196	
31.00936	1.38849E-05	0.240431983	0.240445868	
31.42144	1.4095E-05	0.243848593	0.243862688	
31.83624	1.43123E-05	0.248743342	0.248757654	
32.25376	1.45373E-05	0.252529563	0.252544101	
32.674	1.47704E-05	0.256286811	0.256301582	
33.09696	1.50117E-05	0.260983464	0.260998476	
33.52264	1.5262E-05	0.265441732	0.265456994	
33.95104	1.55215E-05	0.269601615	0.269617136	
34.38216	1.57906E-05	0.274283592	0.274299382	
34.816	1.60699E-05	0.279643265	0.279659334	
35.25256	1.636E-05	0.28516413	0.28518049	
35.69184	1.66614E-05	0.289601705	0.289618366	
36.13384	1.69747E-05	0.293779996	0.293796971	
36.57856	1.73004E-05	0.299673936	0.299691236	
37.026	1.76393E-05	0.306098871	0.30611651	
37.47616	1.79921E-05	0.311464465	0.311482457	
37.92904	1.83597E-05	0.316832207	0.316850567	
38.38464	1.87426E-05	0.322522902	0.322541645	
38.84296	1.91421E-05	0.328488516	0.328507658	
39.304	1.9559E-05	0.333929874	0.333949433	
39.76776	1.99942E-05	0.339752994	0.339772988	
40.23424	2.0449E-05	0.344582923	0.344603372	
40.70344	2.09245E-05	0.350052204	0.350073129	
41.17536	2.1422E-05	0.354905219	0.354926641	
41.65	2.19429E-05	0.361185158	0.361207101	
42.12736	2.24886E-05	0.364499642	0.36452213	
42.60744	2.30609E-05	0.372433983	0.372457044	
43.09024	2.36614E-05	0.375520296	0.375543958	
43.57576	2.4292E-05	0.38335599	0.383380282	
44.064	2.49549E-05	0.390642972	0.390667927	
44.55496	2.56522E-05	0.396038307	0.39606396	
45.04864	2.63864E-05	0.406965139	0.406991526	
45.54504	2.71601E-05	0.413899451	0.413926611	
46.04416	2.79763E-05	0.423624979	0.423652955	
46.546	2.8838E-05	0.434790586	0.434819424	
47.05056	2.97487E-05	0.445215938	0.445245687	
47.55784	3.07119E-05	0.460261618	0.46029233	
48.06784	3.17324E-05	0.471765587	0.47179732	
48.58056	3.28141E-05	0.484673486	0.484706301	
49.096	3.3962E-05	0.49720746	0.497241422	
49.61416	3.51816E-05	0.507197139	0.507232321	
50.13504	3.64788E-05	0.521058342	0.521094821	
50.65864	3.78602E-05	0.525414706	0.525452566	
51.18496	3.9333E-05	0.534102109	0.534141442	
51.714	4.09045E-05	0.53452469	0.534565594	
52.24576	4.25837E-05	0.538139687	0.53818227	
52.78024	4.438E-05	0.53340174	0.53344612	
53.31744	4.63033E-05	0.527483089	0.527529393	
53.85736	4.83643E-05	0.522370715	0.522419079	
54.4	5.05745E-05	0.513844513	0.513895088	
54.94536	5.2946E-05	0.502445031	0.502497977	
55.49344	5.54901E-05	0.494869319	0.494924809	
56.04424	5.82173E-05	0.490858891	0.490917108	
56.59776	6.11349E-05	0.496330392	0.496391527	
57.154	6.42426E-05	0.507338122	0.507402364	
57.71296	6.75272E-05	0.517882465	0.517949993	
58.27464	7.09498E-05	0.544953905	0.545024855	
58.83904	7.44262E-05	0.577102871	0.577177298	
59.40616	7.77953E-05	0.618569672	0.618647467	
59.976	8.07694E-05	0.668686997	0.668767766	
60.54856	8.28724E-05	0.722582485	0.722665358	
61.12384	8.33736E-05	0.779847666	0.77993104	
61.70184	8.1274E-05	0.838629075	0.838710349	
62.28256	7.55255E-05	0.881075603	0.881151129	
62.866	6.59118E-05	0.926554152	0.926620064	
63.45216	5.56054E-05	0.943207217	0.943262823	
64.04104	5.74153E-05	0.921343369	0.921400784	
64.63264	0.00010728	0.893157699	0.893264979	
65.22696	0.000290364	0.829860598	0.830150962	
65.824	0.00078639	0.750554318	0.751340708	
66.42376	0.001939876	0.658197704	0.66013758	
67.02624	0.004355612	0.5604124	0.564768012	
67.63144	0.009007945	0.458754598	0.467762543	
68.23936	0.017334479	0.362785719	0.380120198	
68.85	0.031264322	0.272019047	0.303283369	
69.46336	0.053117231	0.198772511	0.251889742	
70.07944	0.08531512	0.140809491	0.226124611	
70.69824	0.129881782	0.096063266	0.225945048	
71.31976	0.187774022	0.063966403	0.251740425	
71.944	0.258172507	0.038232906	0.296405413	
72.57096	0.337935753	0.020138741	0.358074494	
73.20064	0.421447075	0.008342688	0.429789762	
73.83304	0.501030914	0.003117878	0.504148792	
74.46816	0.567977344	0.001022258	0.568999602	
75.106	0.614024319	0.000289767	0.614314086	
75.74656	0.632971567	0	0.632971567	
76.38984	0.622005089	0	0.622005089	
77.03584	0.58235576	0	0.58235576	
77.68456	0.519087064	0	0.519087064	
78.336	0.440059098	0	0.440059098	
78.99016	0.354355581	0	0.354355581	
79.64704	0.27060082	0	0.27060082	
80.30664	0.195588656	0	0.195588656	
80.96896	0.133510685	0	0.133510685	
81.634	0.085862862	0	0.085862862	
82.30176	0.051911334	0	0.051911334	
82.97224	0.029474564	0	0.029474564	
83.64544	0.015754681	0	0.015754681	
84.32136	0.008012208	0	0.008012208	
85	0.003982305	0	0.003982305	
85.68136	0.002032164	0	0.002032164	
86.36544	0.00112628	0	0.00112628	
87.05224	0.000689667	0	0.000689667	
87.74176	0.000447399	0	0.000447399	
88.434	0.00028952	0	0.00028952	
89.12896	0.000180059	0	0.000180059	
89.82664	0.000107534	0	0.000107534	
90.52704	6.44583E-05	0	6.44583E-05	
91.23016	4.24513E-05	0	4.24513E-05	
91.936	3.32236E-05	0	3.32236E-05	
92.64456	3.02674E-05	0	3.02674E-05	
93.35584	2.95117E-05	0	2.95117E-05	
94.06984	2.89834E-05	0	2.89834E-05	
94.78656	2.80528E-05	0	2.80528E-05	
95.506	2.6731E-05	0	2.6731E-05	
96.22816	2.52164E-05	0	2.52164E-05	
96.95304	2.36834E-05	0	2.36834E-05	
97.68064	2.22288E-05	0	2.22288E-05	
98.41096	2.0886E-05	0	2.0886E-05	
99.144	1.96541E-05	0	1.96541E-05	
99.87976	1.85207E-05	0	1.85207E-05	
100.61824	1.74727E-05	0	1.74727E-05	
101.35944	1.64998E-05	0	1.64998E-05	
102.10336	1.5594E-05	0	1.5594E-05	
102.85	1.47494E-05	0	1.47494E-05	
103.59936	1.39612E-05	0	1.39612E-05	
104.35144	1.32247E-05	0	1.32247E-05	
105.10624	1.25361E-05	0	1.25361E-05	
105.86376	1.18914E-05	0	1.18914E-05	
106.624	1.12873E-05	0	1.12873E-05	
107.38696	1.07208E-05	0	1.07208E-05	
108.15264	1.01889E-05	0	1.01889E-05	
108.92104	9.68903E-06	0	9.68903E-06	
109.69216	9.21888E-06	0	9.21888E-06	
110.466	8.7763E-06	0	8.7763E-06	
111.24256	8.35923E-06	0	8.35923E-06	
112.02184	7.96591E-06	0	7.96591E-06	
112.80384	7.59465E-06	0	7.59465E-06	
113.58856	7.2439E-06	0	7.2439E-06	
114.376	6.91232E-06	0	6.91232E-06	
0	6.56264E-06	0	6.56264E-06	
0.00136	6.56188E-06	0.010955773	0.010962335	
0.00544	6.56137E-06	0.011192385	0.011198946	
0.01224	6.5612E-06	0.011434088	0.011440649	
0.02176	6.56129E-06	0.011680974	0.011687535	
0.034	6.56163E-06	0.011933129	0.011939691	
0.04896	6.5623E-06	0.01219067	0.012197232	
0.06664	6.56323E-06	0.012453732	0.012460296	
0.08704	6.56442E-06	0.012722451	0.012729015	
0.11016	6.56594E-06	0.012996988	0.013003554	
0.136	6.56772E-06	0.013277502	0.01328407	
0.16456	6.56975E-06	0.013564178	0.013570747	
0.19584	6.57211E-06	0.013857184	0.013863756	
0.22984	6.57474E-06	0.014156697	0.014163272	
0.26656	6.5777E-06	0.014462887	0.014469465	
0.306	6.58082E-06	0.014775923	0.014782504	
0.34816	6.58438E-06	0.01509597	0.015102554	
0.39304	6.5881E-06	0.015423228	0.015429816	
0.44064	6.59224E-06	0.01575778	0.015764372	
0.49096	6.59655E-06	0.016099757	0.016106354	
0.544	6.60121E-06	0.016449342	0.016455943	
0.59976	6.60619E-06	0.016806598	0.016813205	
0.65824	6.61144E-06	0.017171672	0.017178284	
0.71944	6.61702E-06	0.017544724	0.017551341	
0.78336	6.62285E-06	0.017925834	0.017932457	
0.85	6.62903E-06	0.018315165	0.018321794	
0.91936	6.63554E-06	0.018712841	0.018719476	
0.99144	6.6423E-06	0.019119006	0.019125649	
1.06624	6.64941E-06	0.019533832	0.019540481	
1.14376	6.65677E-06	0.019957256	0.019963913	
1.224	6.66455E-06	0.020389692	0.020396357	
1.30696	6.67258E-06	0.020831225	0.020837897	
1.39264	6.68095E-06	0.021281897	0.021288577	
1.48104	6.68966E-06	0.021742069	0.021748759	
1.57216	6.69871E-06	0.022211734	0.022218432	
1.666	6.7081E-06	0.022691484	0.022698192	
1.76256	6.71774E-06	0.023181053	0.02318777	
1.86184	6.7278E-06	0.023681138	0.023687866	
1.96384	6.7382E-06	0.024191631	0.024198369	
2.06856	6.74894E-06	0.024712974	0.024719723	
2.176	6.76002E-06	0.025245311	0.025252071	
2.28616	6.77144E-06	0.025789	0.025795772	
2.39904	6.78328E-06	0.026344391	0.026351174	
2.51464	6.79546E-06	0.026911767	0.026918562	
2.63296	6.80797E-06	0.027491168	0.027497976	
2.754	6.82083E-06	0.028083701	0.028090522	
2.87776	6.83419E-06	0.028689057	0.028695891	
3.00424	6.8478E-06	0.029308128	0.029314976	
3.13344	6.86192E-06	0.029941031	0.029947893	
3.26536	6.87639E-06	0.030588187	0.030595063	
3.4	6.89127E-06	0.031250165	0.031257056	
3.53736	6.90649E-06	0.031927637	0.031934543	
3.67744	6.92222E-06	0.032621115	0.032628037	
3.82024	6.93829E-06	0.033330259	0.033337198	
3.96576	6.95478E-06	0.034055797	0.034062752	
4.114	6.97178E-06	0.034798585	0.034805557	
4.26496	6.9892E-06	0.03555846	0.03556545	
4.41864	7.00704E-06	0.036335482	0.036342489	
4.57504	7.02531E-06	0.037130011	0.037137036	
4.73416	7.04408E-06	0.037941976	0.03794902	
4.896	7.06336E-06	0.038771431	0.038778495	
5.06056	7.08307E-06	0.039618262	0.039625345	
5.22784	7.10328E-06	0.040483254	0.040490357	
5.39784	7.124E-06	0.041365975	0.041373099	
5.57056	7.14522E-06	0.042266684	0.042273829	
5.746	7.16696E-06	0.043185832	0.043192999	
5.92416	7.1892E-06	0.044123879	0.044131068	
6.10504	7.21195E-06	0.045081224	0.045088436	
6.28864	7.23529E-06	0.046059379	0.046066614	
6.47496	7.25914E-06	0.047059919	0.047067178	
6.664	7.28358E-06	0.048083319	0.048090603	
6.85576	7.30861E-06	0.049131057	0.049138365	
7.05024	7.33415E-06	0.050205503	0.050212837	
7.24744	7.36036E-06	0.05130743	0.051314791	
7.44736	7.38717E-06	0.052439416	0.052446803	
7.65	7.41465E-06	0.053602818	0.053610232	
7.85536	7.44273E-06	0.054798879	0.054806322	
8.06344	7.4714E-06	0.056028619	0.05603609	
8.27424	7.50083E-06	0.05729257	0.057300071	
8.48776	7.53085E-06	0.058589933	0.058597464	
8.704	7.56163E-06	0.059920231	0.059927793	
8.92296	7.59309E-06	0.061281492	0.061289085	
9.14464	7.62531E-06	0.062672041	0.062679666	
9.36904	7.65821E-06	0.064088346	0.064096004	
9.59616	7.69186E-06	0.065526335	0.065534027	
9.826	7.72637E-06	0.06698434	0.066992066	
10.05856	7.76155E-06	0.068456518	0.06846428	
10.29384	7.79766E-06	0.069940999	0.069948797	
10.53184	7.83453E-06	0.07143957	0.071447404	
10.77256	7.87225E-06	0.072946118	0.07295399	
11.016	7.91089E-06	0.074474958	0.074482869	
11.26216	7.95038E-06	0.076020484	0.076028434	
11.51104	7.99081E-06	0.077584649	0.077592639	
11.76264	8.03216E-06	0.079181848	0.07918988	
12.01696	8.07444E-06	0.080799947	0.080808022	
12.274	8.11774E-06	0.082478529	0.082486647	
12.53376	8.16197E-06	0.084185331	0.084193492	
12.79624	8.2073E-06	0.085945732	0.08595394	
13.06144	8.25373E-06	0.087787784	0.087796038	
13.32936	8.30117E-06	0.089721726	0.089730027	
13.6	8.34979E-06	0.09176792	0.09177627	
13.87336	8.39952E-06	0.093847799	0.093856198	
14.14944	8.45043E-06	0.096067157	0.096075607	
14.42824	8.50252E-06	0.098392049	0.098400552	
14.70976	8.55588E-06	0.10074082	0.100749376	
14.994	8.61051E-06	0.103171325	0.103179935	
15.28096	8.6665E-06	0.105613517	0.105622183	
15.57064	8.72375E-06	0.108032369	0.108041092	
15.86304	8.78244E-06	0.110437456	0.110446238	
16.15816	8.84257E-06	0.112823197	0.112832039	
16.456	8.90413E-06	0.115143777	0.115152681	
16.75656	8.96722E-06	0.117283698	0.117292665	
17.05984	9.03183E-06	0.119474388	0.119483419	
17.36584	9.09804E-06	0.121559795	0.121568893	
17.67456	9.16595E-06	0.123583419	0.123592585	
17.986	9.23555E-06	0.125598378	0.125607613	
18.30016	9.30684E-06	0.127707375	0.127716682	
18.61704	9.37999E-06	0.129757125	0.129766505	
18.93664	9.455E-06	0.131991769	0.132001224	
19.25896	9.53187E-06	0.13441667	0.134426202	
19.584	9.61077E-06	0.136747127	0.136756738	
19.91176	9.6917E-06	0.139466221	0.139475913	
20.24224	9.77475E-06	0.142331632	0.142341406	
20.57544	9.85999E-06	0.145022617	0.145032477	
20.91136	9.94752E-06	0.148111634	0.148121581	
21.25	1.00373E-05	0.151479677	0.151489714	
21.59136	1.01295E-05	0.154636139	0.154646268	
21.93544	1.02242E-05	0.157975151	0.157985376	
22.28224	1.03215E-05	0.161269045	0.161279366	
22.63176	1.04214E-05	0.164704831	0.164715252	
22.984	1.05241E-05	0.167744715	0.167755239	
23.33896	1.06296E-05	0.170641605	0.170652235	
23.69664	1.07381E-05	0.174301976	0.174312715	
24.05704	1.08497E-05	0.177489109	0.177499959	
24.42016	1.09644E-05	0.180249844	0.180260809	
24.786	1.10825E-05	0.183413243	0.183424325	
25.15456	1.12038E-05	0.186155732	0.186166936	
25.52584	1.13288E-05	0.18868613	0.188697459	
25.89984	1.14575E-05	0.192169857	0.192181315	
26.27656	1.159E-05	0.195015101	0.195026691	
26.656	1.17265E-05	0.197890486	0.197902213	
27.03816	1.1867E-05	0.200720753	0.20073262	
27.42304	1.20119E-05	0.203912914	0.203924926	
27.81064	1.21612E-05	0.206747629	0.20675979	
28.20096	1.23151E-05	0.210219472	0.210231787	
28.594	1.2474E-05	0.212773865	0.212786339	
28.98976	1.26378E-05	0.216781642	0.21679428	
29.38824	1.28069E-05	0.219770596	0.219783403	
29.78944	1.29815E-05	0.222420086	0.222433068	
30.19336	1.31618E-05	0.22619491	0.226208072	
30.6	1.3348E-05	0.230107714	0.230121062	
31.00936	1.35405E-05	0.233442284	0.233455825	
31.42144	1.37395E-05	0.236717194	0.236730933	
31.83624	1.39453E-05	0.241485591	0.241499536	
32.25376	1.41582E-05	0.245170036	0.245184194	
32.674	1.43786E-05	0.248833626	0.248848005	
33.09696	1.46067E-05	0.253591271	0.253605878	
33.52264	1.4843E-05	0.258004798	0.258019641	
33.95104	1.5088E-05	0.262100275	0.262115363	
34.38216	1.53419E-05	0.26670107	0.266716412	
34.816	1.56051E-05	0.272001898	0.272017503	
35.25256	1.58783E-05	0.27752733	0.277543208	
35.69184	1.61619E-05	0.281787046	0.281803207	
36.13384	1.64565E-05	0.285934402	0.285950859	
36.57856	1.67626E-05	0.291642587	0.29165935	
37.026	1.70808E-05	0.298152681	0.298169762	
37.47616	1.74118E-05	0.303454208	0.30347162	
37.92904	1.77563E-05	0.308780324	0.30879808	
38.38464	1.8115E-05	0.314345888	0.314364003	
38.84296	1.84888E-05	0.320312561	0.32033105	
39.304	1.88784E-05	0.325423505	0.325442383	
39.76776	1.92849E-05	0.33126487	0.331284155	
40.23424	1.97092E-05	0.335834336	0.335854045	
40.70344	2.01523E-05	0.341054699	0.341074852	
41.17536	2.06154E-05	0.345599191	0.345619806	
41.65	2.10998E-05	0.351772258	0.351793358	
42.12736	2.16067E-05	0.3549273	0.354948907	
42.60744	2.21377E-05	0.3624692	0.362491337	
43.09024	2.26942E-05	0.365426979	0.365449673	
43.57576	2.32779E-05	0.3728997	0.372922978	
44.064	2.38906E-05	0.3800449	0.380068791	
44.55496	2.45344E-05	0.385428287	0.385452821	
45.04864	2.52112E-05	0.396249269	0.39627448	
45.54504	2.59236E-05	0.403282586	0.40330851	
46.04416	2.6674E-05	0.413053181	0.413079855	
46.546	2.7465E-05	0.424601045	0.42462851	
47.05056	2.82998E-05	0.435396035	0.435424334	
47.55784	2.91814E-05	0.450927674	0.450956856	
48.06784	3.01138E-05	0.463086764	0.463116878	
48.58056	3.11006E-05	0.476714278	0.476745378	
49.096	3.21459E-05	0.489786504	0.48981865	
49.61416	3.32547E-05	0.500628601	0.500661855	
50.13504	3.44321E-05	0.515152101	0.515186533	
50.65864	3.56837E-05	0.519914204	0.519949887	
51.18496	3.70155E-05	0.529416548	0.529453564	
51.714	3.84343E-05	0.529582455	0.529620889	
52.24576	3.99477E-05	0.533585015	0.533624962	
52.78024	4.15639E-05	0.528607872	0.528649436	
53.31744	4.32916E-05	0.521982693	0.522025984	
53.85736	4.51409E-05	0.516292103	0.516337244	
54.4	4.71217E-05	0.506255806	0.506302928	
54.94536	4.92457E-05	0.493989221	0.494038467	
55.49344	5.15252E-05	0.484772674	0.484824199	
56.04424	5.39725E-05	0.478344913	0.478398886	
56.59776	5.66012E-05	0.48068932	0.480745922	
57.154	5.94236E-05	0.488415715	0.488475139	
57.71296	6.24509E-05	0.495768173	0.495830624	
58.27464	6.56883E-05	0.5196226	0.519688288	
58.83904	6.91266E-05	0.549374301	0.549443428	
59.40616	7.2731E-05	0.590342541	0.590415272	
59.976	7.6426E-05	0.641172054	0.64124848	
60.54856	8.00821E-05	0.697915964	0.697996046	
61.12384	8.34866E-05	0.760476804	0.760560291	
61.70184	8.62517E-05	0.827270283	0.827356535	
62.28256	8.75744E-05	0.879341106	0.87942868	
62.866	8.5776E-05	0.937726523	0.937812299	
63.45216	7.78767E-05	0.96765722	0.967735096	
64.04104	6.03615E-05	0.957552241	0.957612603	
64.63264	3.41997E-05	0.942072193	0.942106393	
65.22696	2.00706E-05	0.888865149	0.88888522	
65.824	9.29231E-05	0.816813029	0.816905952	
66.42376	0.000446395	0.728682511	0.729128906	
67.02624	0.001494053	0.632147793	0.633641845	
67.63144	0.004002559	0.527764348	0.531766906	
68.23936	0.009230603	0.426286231	0.435516833	
68.85	0.019020458	0.326675272	0.34569573	
69.46336	0.035766713	0.244156938	0.279923651	
70.07944	0.062184485	0.177002201	0.239186687	
70.69824	0.100831209	0.123082574	0.223913783	
71.31976	0.153407598	0.083028436	0.236436035	
71.944	0.219960079	0.054849097	0.274809176	
72.57096	0.298197409	0.035031766	0.333229176	
73.20064	0.383175301	0.01696562	0.40014092	
73.83304	0.467558947	0.007344904	0.474903851	
74.46816	0.542537364	0.00279873	0.545336094	
75.106	0.599267687	0.000936819	0.600204507	
75.74656	0.630538948	0.000270235	0.630809184	
76.38984	0.632233026	0	0.632233026	
77.03584	0.604186165	0	0.604186165	
77.68456	0.550209189	0	0.550209189	
78.336	0.477265452	0	0.477265452	
78.99016	0.394044715	0	0.394044715	
79.64704	0.309324359	0	0.309324359	
80.30664	0.230529177	0	0.230529177	
80.96896	0.1627966	0	0.1627966	
81.634	0.108671286	0	0.108671286	
82.30176	0.068365939	0	0.068365939	
82.97224	0.040394474	0	0.040394474	
83.64544	0.022337765	0	0.022337765	
84.32136	0.011535734	0	0.011535734	
85	0.005580484	0	0.005580484	
85.68136	0.002575504	0	0.002575504	
86.36544	0.001195189	0	0.001195189	
87.05224	0.000613885	0	0.000613885	
87.74176	0.000376622	0	0.000376622	
88.434	0.00026615	0	0.00026615	
89.12896	0.000196576	0	0.000196576	
89.82664	0.000142688	0	0.000142688	
90.52704	0.000100711	0	0.000100711	
91.23016	7.0817E-05	0	7.0817E-05	
91.936	5.17942E-05	0	5.17942E-05	
92.64456	4.09278E-05	0	4.09278E-05	
93.35584	3.51946E-05	0	3.51946E-05	
94.06984	3.21609E-05	0	3.21609E-05	
94.78656	3.02731E-05	0	3.02731E-05	
95.506	2.87346E-05	0	2.87346E-05	
96.22816	2.72397E-05	0	2.72397E-05	
96.95304	2.57293E-05	0	2.57293E-05	
97.68064	2.42337E-05	0	2.42337E-05	
98.41096	2.27945E-05	0	2.27945E-05	
99.144	2.14383E-05	0	2.14383E-05	
99.87976	2.01747E-05	0	2.01747E-05	
100.61824	1.90026E-05	0	1.90026E-05	
101.35944	1.79159E-05	0	1.79159E-05	
102.10336	1.69071E-05	0	1.69071E-05	
102.85	1.59693E-05	0	1.59693E-05	
103.59936	1.50958E-05	0	1.50958E-05	
104.35144	1.42814E-05	0	1.42814E-05	
105.10624	1.35211E-05	0	1.35211E-05	
105.86376	1.28106E-05	0	1.28106E-05	
106.624	1.21458E-05	0	1.21458E-05	
107.38696	1.15233E-05	0	1.15233E-05	
108.15264	1.09398E-05	0	1.09398E-05	
108.92104	1.03923E-05	0	1.03923E-05	
109.69216	9.878E-06	0	9.878E-06	
110.466	9.39462E-06	0	9.39462E-06	
111.24256	8.93965E-06	0	8.93965E-06	
112.02184	8.51123E-06	0	8.51123E-06	
112.80384	8.10734E-06	0	8.10734E-06	
113.58856	7.72628E-06	0	7.72628E-06	
114.376	7.36654E-06	0	7.36654E-06	
0	6.55376E-06	0.010684559	0.010691112	
0.00136	6.55267E-06	0.010514932	0.010521485	
0.00544	6.55174E-06	0.010745302	0.010751854	
0.01224	6.55123E-06	0.010980769	0.01098732	
0.02176	6.55089E-06	0.011221418	0.011227969	
0.034	6.55089E-06	0.011467341	0.011473892	
0.04896	6.55114E-06	0.011718627	0.011725178	
0.06664	6.55174E-06	0.011975391	0.011981942	
0.08704	6.5525E-06	0.01223776	0.012244312	
0.11016	6.55368E-06	0.012505865	0.012512419	
0.136	6.55503E-06	0.012779861	0.012786416	
0.16456	6.55672E-06	0.013059895	0.013066452	
0.19584	6.55866E-06	0.013346139	0.013352698	
0.22984	6.56086E-06	0.013638748	0.013645309	
0.26656	6.56339E-06	0.01393789	0.013944453	
0.306	6.56626E-06	0.014243763	0.014250329	
0.34816	6.5693E-06	0.014556516	0.014563085	
0.39304	6.57268E-06	0.014876312	0.014882885	
0.44064	6.5764E-06	0.015203323	0.0152099	
0.49096	6.58037E-06	0.015537586	0.015544167	
0.544	6.58459E-06	0.015879347	0.015885931	
0.59976	6.58915E-06	0.016228723	0.016235312	
0.65824	6.59405E-06	0.016585773	0.016592367	
0.71944	6.5992E-06	0.016950737	0.016957336	
0.78336	6.6046E-06	0.017323735	0.01733034	
0.85	6.61035E-06	0.01770487	0.01771148	
0.91936	6.61643E-06	0.018094215	0.018100832	
0.99144	6.62276E-06	0.018492044	0.018498667	
1.06624	6.62943E-06	0.018898408	0.018905038	
1.14376	6.63644E-06	0.019313403	0.019320039	
1.224	6.6437E-06	0.019737298	0.019743942	
1.30696	6.65131E-06	0.020170227	0.020176879	
1.39264	6.65924E-06	0.020612346	0.020619005	
1.48104	6.66752E-06	0.0210638	0.021070467	
1.57216	6.67605E-06	0.021524757	0.021531433	
1.666	6.685E-06	0.021995774	0.022002459	
1.76256	6.69421E-06	0.022476616	0.02248331	
1.86184	6.70375E-06	0.022967837	0.02297454	
1.96384	6.71363E-06	0.023469516	0.02347623	
2.06856	6.72393E-06	0.023982018	0.023988742	
2.176	6.73449E-06	0.024505456	0.02451219	
2.28616	6.74547E-06	0.025040076	0.025046821	
2.39904	6.7567E-06	0.025586379	0.025593136	
2.51464	6.76844E-06	0.026144622	0.026151391	
2.63296	6.78043E-06	0.026714659	0.02672144	
2.754	6.79276E-06	0.027297456	0.027304249	
2.87776	6.8056E-06	0.027893062	0.027899868	
3.00424	6.81869E-06	0.028502025	0.028508843	
3.13344	6.8322E-06	0.029124358	0.02913119	
3.26536	6.84614E-06	0.029760639	0.029767485	
3.4	6.86041E-06	0.030411513	0.030418373	
3.53736	6.8751E-06	0.031077396	0.031084271	
3.67744	6.89022E-06	0.031758986	0.031765876	
3.82024	6.90576E-06	0.032456109	0.032463015	
3.96576	6.92164E-06	0.03316947	0.033176392	
4.114	6.93802E-06	0.033899969	0.033906907	
4.26496	6.95483E-06	0.034647748	0.034654702	
4.41864	6.97197E-06	0.035413041	0.035420013	
4.57504	6.98971E-06	0.036196382	0.036203372	
4.73416	7.00778E-06	0.03699773	0.037004738	
4.896	7.02636E-06	0.037817409	0.037824435	
5.06056	7.04545E-06	0.038655445	0.03866249	
5.22784	7.06495E-06	0.039512398	0.039519463	
5.39784	7.08488E-06	0.040388245	0.04039533	
5.57056	7.10541E-06	0.041283133	0.041290238	
5.746	7.12644E-06	0.042196999	0.042204126	
5.92416	7.14789E-06	0.043130054	0.043137202	
6.10504	7.16993E-06	0.044082601	0.044089771	
6.28864	7.19248E-06	0.045055952	0.045063144	
6.47496	7.21553E-06	0.046050444	0.04605766	
6.664	7.23918E-06	0.047066625	0.047073864	
6.85576	7.26342E-06	0.048105844	0.048113107	
7.05024	7.28816E-06	0.049169285	0.049176573	
7.24744	7.3135E-06	0.050258068	0.050265382	
7.44736	7.33942E-06	0.051374397	0.051381736	
7.65	7.36594E-06	0.052519968	0.052527334	
7.85536	7.39314E-06	0.053696104	0.053703497	
8.06344	7.42092E-06	0.054904108	0.054911529	
8.27424	7.44938E-06	0.056145337	0.056152787	
8.48776	7.47843E-06	0.057421337	0.057428816	
8.704	7.50824E-06	0.058730449	0.058737957	
8.92296	7.53873E-06	0.060073715	0.060081254	
9.14464	7.56981E-06	0.061450675	0.061458245	
9.36904	7.60173E-06	0.06285797	0.062865572	
9.59616	7.63433E-06	0.064293254	0.064300888	
9.826	7.66769E-06	0.065756663	0.06576433	
10.05856	7.70181E-06	0.067240507	0.067248209	
10.29384	7.73669E-06	0.068745186	0.068752923	
10.53184	7.77241E-06	0.070267768	0.07027554	
10.77256	7.8089E-06	0.071802566	0.071810375	
11.016	7.84631E-06	0.073363678	0.073371525	
11.26216	7.88456E-06	0.074939735	0.074947619	
11.51104	7.92367E-06	0.076532883	0.076540806	
11.76264	7.96361E-06	0.078154587	0.078162551	
12.01696	8.00457E-06	0.079794364	0.079802368	
12.274	8.04646E-06	0.081482388	0.081490435	
12.53376	8.08928E-06	0.083189137	0.083197226	
12.79624	8.13319E-06	0.084939984	0.084948117	
13.06144	8.17804E-06	0.086763417	0.086771595	
13.32936	8.22398E-06	0.088661354	0.088669578	
13.6	8.27093E-06	0.090660612	0.090668883	
13.87336	8.31907E-06	0.092693994	0.092702313	
14.14944	8.36831E-06	0.09485446	0.094862829	
14.42824	8.41864E-06	0.097125799	0.097134217	
14.70976	8.47024E-06	0.099422055	0.099430526	
14.994	8.52311E-06	0.101811366	0.101819889	
15.28096	8.57716E-06	0.104229466	0.104238044	
15.57064	8.63256E-06	0.106632229	0.106640862	
15.86304	8.68923E-06	0.109053012	0.109061701	
16.15816	8.74733E-06	0.111457739	0.111466486	
16.456	8.80679E-06	0.113826647	0.113835454	
16.75656	8.86768E-06	0.11603674	0.116045608	
17.05984	8.93009E-06	0.118300089	0.118309019	
17.36584	8.9941E-06	0.120482364	0.120491359	
